date,open,close,high,low,volumeP
20150101,189.65744608147511,189.99981689453125,190.8771706719807,189.0903658533578,2963643
20150102,190.04260071522322,189.49693298339844,191.74381271840838,189.22945580333513,7331366
20150105,189.3792702851232,187.42127990722656,190.64180561024958,187.04679751673595,10103941
20150106,186.1694487623213,178.91525268554688,186.81140833967845,178.03789888297737,18627980
20150107,179.12927338576628,182.8098602294922,183.77280687029528,179.10787520639283,20720312
20150108,184.05097834657997,180.18850708007812,184.6501559222271,179.78192739820992,19872227
20150109,181.54728059323858,184.09373474121094,184.45751798649138,180.8197283871731,13392787
20150112,184.13657345955565,181.95388793945312,184.2435643466936,180.09220364975974,10100113
20150113,182.53162062437363,180.42384338378906,182.94889929466348,179.85677749808573,9948711
20150114,180.39175484961623,178.66915893554688,181.2477104052324,177.86669881659475,11380041
20150115,179.74978033395087,184.93898010253906,186.40479779837128,179.74978033395087,16927085
20150116,184.02953040371162,186.105224609375,187.23935634856096,182.3283327949327,19136963
20150119,186.2122662538906,188.2344512939453,189.59326422041164,183.76210335218167,13339962
20150120,188.63027965023696,193.24171447753906,193.7766830853342,188.06319949854915,13361320
20150121,193.6590097248124,194.03347778320312,195.0285214787759,190.8878603857459,17084297
20150122,193.69109300063442,189.11175537109375,194.12976983613996,188.20230444025265,23721627
20150123,190.44918534529805,189.78582763671875,192.11828584647952,187.66735117666227,18080494
20150127,191.06973937499922,190.2458953857422,191.88289856167683,188.41629435796523,17939876
20150128,189.61465072299592,194.05490112304688,194.68617592947535,189.61465072299592,19298126
20150129,194.10835928003982,198.8802947998047,199.97163021370753,194.0655629331805,36117653
20150130,199.00868756270236,195.8523712158203,199.27617902007137,194.5149424979657,21746801
20150202,196.0235575345849,194.31166076660156,196.8474157999274,193.80878939472262,19302710
20150203,195.413683259693,200.63499450683594,201.3304494012705,195.413683259693,17092333
20150204,200.9559917954961,198.75192260742188,201.96173460093706,198.13136124086165,14072894
20150205,200.2926304255329,197.66058349609375,201.1271735293087,196.3552519765529,12365643
20150206,197.74616109413523,194.70753479003906,199.00868188305802,193.2310179844294,9045844
20150209,192.84583515065205,191.8828887939453,196.4408282162597,190.87714609111782,8839692
20150210,192.16108189681194,188.73727416992188,193.55199173331846,184.3077237267607,13651008
20150211,189.59324438823455,192.73887634277344,193.60553106485537,188.95128480515393,9781008
20150212,194.30094860424137,194.54702758789062,195.5741684364587,189.86069925186052,8709626
20150213,195.58489758339235,196.3338623046875,197.040016389926,194.52565931328633,7393680
20150216,196.59064338814545,193.18824768066406,197.76758592734356,192.58907018076474,12266698
20150218,192.58903927952977,192.94212341308594,194.30095023114012,191.3907130409981,9835036
20150219,194.07626429908387,193.02772521972656,194.21536671250524,189.92490432901656,9550637
20150220,191.57261851615772,186.83279418945312,191.73311911328037,186.44761275465314,18717199
20150223,186.15872761812142,182.199951171875,187.61384629636035,181.26910203852032,14104463
20150224,182.79912599269178,180.06007385253906,183.34479374629717,179.10784076900913,19946218
20150225,181.63288304739757,180.42384338378906,183.2805852704313,179.97446745305348,15274116
20150226,181.05513496456265,180.17779541015625,181.8896924488369,179.0222509816617,21459750
20150227,181.36540416281517,183.07730102539062,184.24354442256953,180.73414371246815,18659378
20150302,185.9554218833757,184.93898010253906,187.3463459741244,183.07728192391377,14579511
20150303,185.95541976586668,192.76023864746094,193.9692639704592,185.61304900366935,20636925
20150304,193.87298815397747,189.98910522460938,194.6540500885291,188.32000476800712,14476047
20150305,190.98416595587585,189.36856079101562,192.3215948287122,187.91344194847687,10716702
20150309,189.40064622299883,186.0945281982422,190.82366771217244,184.91760000575078,14065391
20150310,185.94474989471314,183.84767150878906,187.4105678041594,183.0452113398197,15234060
20150311,184.23287082229916,183.16293334960938,186.0838560791834,182.40326945899076,11635873
20150312,183.60157448825268,184.8426971435547,185.6130599730144,183.08798974561603,11782380
20150313,185.95542554873873,181.9110565185547,186.08381458855538,181.2476988616737,12936157
20150316,182.21065854911555,180.1991729736328,182.73492811785326,179.8139915415307,13839990
20150317,182.00734103226077,183.35546875,184.00812729417396,179.96375842545055,19070082
20150318,183.38758023432382,185.8805389404297,186.65090177732299,182.8954079453352,9269885
20150319,187.35707957373606,183.20571899414062,187.60315860719794,182.7670420847766,13934612
20150320,183.58015842661288,182.7670135498047,184.27562763376545,181.59007115481376,10405717
20150323,183.28057298414848,180.16705322265625,184.88547875233576,179.34319502411947,13251683
